,dataset,prob_labels,n_data,dim_reduction_technique,dimension,gamma,n_samples,Accuracy,RMSE
218,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.01,100,0.3683,0.27476153182948476
219,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.01,100,0.46742,0.27407738544682153
220,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.01,250,0.5419,0.2741462646426283
221,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.01,250,0.62332,0.2720374885196046
222,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.01,250,0.37158,0.2731232934698832
223,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.01,250,0.61318,0.27293044264769617
224,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.01,250,0.57152,0.27263301657639627
225,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.01,500,0.5636,0.2735918055809726
226,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.01,500,0.52462,0.27289670789410414
227,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.01,500,0.42518,0.27365827046654584
228,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.01,500,0.5657,0.272582235334095
229,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.01,500,0.45422,0.27221181963580127
230,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.01,1000,0.6404,0.2718182064645043
231,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.01,1000,0.7846,0.2716941476435841
232,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.01,1000,0.50428,0.27315767156879117
233,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.01,1000,0.66616,0.2728611770318809
234,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.01,1000,0.55226,0.27333315841622763
235,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.01,5000,0.73978,0.272100170478537
236,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.01,5000,0.832,0.2718471594986084
237,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.01,5000,0.78646,0.272622058334619
238,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.01,5000,0.80612,0.27193793003465616
239,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.01,5000,0.79004,0.2722024022927047
240,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.01,10000,0.7518,0.27215834642262593
241,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.01,10000,0.8171,0.2725358793735929
242,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.01,10000,0.73782,0.27214443940703803
243,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.01,10000,0.82832,0.272326690629448
244,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.01,10000,0.82838,0.2721124766686735
245,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.01,100000,0.8121,0.2721424371163795
246,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.01,100000,0.82094,0.2721546179822223
247,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.01,100000,0.82456,0.27209492682527403
248,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.01,100000,0.82834,0.2721652013203212
249,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.01,100000,0.80866,0.27223917638435574
250,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.1,10,0.52656,0.2613947356386405
251,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.1,10,0.52236,0.2750280736848745
252,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.1,10,0.4087,0.2965230884274357
253,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.1,10,0.56274,0.2523835936105089
254,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.1,10,0.56192,0.25824911966980124
255,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.1,25,0.71816,0.20970648196359334
256,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.1,25,0.73708,0.18847175751173825
257,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.1,25,0.76884,0.1922363005816754
258,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.1,25,0.75266,0.19961774019729434
259,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.1,25,0.81344,0.17819807979506752
260,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.1,50,0.80036,0.19221492836448476
261,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.1,50,0.81208,0.1661910072174036
262,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.1,50,0.74804,0.16848269500427818
263,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.1,50,0.75944,0.1786896512394554
264,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.1,50,0.77992,0.16939429034148104
265,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.1,100,0.77176,0.1776754781162742
266,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.1,100,0.85574,0.16583313083200882
267,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.1,100,0.84226,0.17334209153920557
268,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.1,100,0.836,0.16387755398672602
269,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.1,100,0.8859,0.16608043274663423
270,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.1,250,0.88532,0.16678233197177458
271,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.1,250,0.8802,0.1670544828174492
272,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.1,250,0.80578,0.167317764537105
273,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.1,250,0.88018,0.16667706623274434
274,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.1,250,0.87884,0.1703495354230079
275,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.1,500,0.87756,0.16583383342754057
276,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.1,500,0.87912,0.16712112334243145
277,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.1,500,0.86448,0.1672675201795577
278,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.1,500,0.8863,0.1667262934996645
279,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.1,500,0.85108,0.16465425196256206
280,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.1,1000,0.87226,0.1649515036825264
281,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.1,1000,0.8866,0.16697918726896274
282,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.1,1000,0.8894,0.16543416670640054
283,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.1,1000,0.88994,0.1653303046101803
284,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.1,1000,0.89054,0.1636986562304195
285,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.1,5000,0.89108,0.16510732707316483
286,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.1,5000,0.88036,0.16601035815087856
287,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.1,5000,0.8858,0.1653496977064565
288,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.1,5000,0.88994,0.16429336715266368
289,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.1,5000,0.8923,0.1654199150723951
290,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.1,10000,0.8855,0.16463288158363265
291,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.1,10000,0.88918,0.16480397233430305
292,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.1,10000,0.88764,0.16490447437687242
293,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.1,10000,0.88914,0.16451123163038683
294,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.1,10000,0.88906,0.16472698020297322
295,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.1,100000,0.887,0.16492179613572838
296,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.1,100000,0.8879,0.1649093490748073
297,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.1,100000,0.88852,0.1649913783279508
298,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.1,100000,0.88758,0.16492942360831742
299,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,0.1,100000,0.88904,0.16468873624857414
300,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1.0,10,0.63586,0.2410867258515202
301,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1.0,10,0.47552,0.30241901436237745
302,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1.0,10,0.60822,0.24777576416950273
303,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1.0,10,0.63608,0.23837652078922966
304,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1.0,10,0.6571,0.21188490295373413
305,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1.0,25,0.81002,0.16021754071143773
306,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1.0,25,0.80418,0.16149420910066853
307,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1.0,25,0.70476,0.1969813588250796
308,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1.0,25,0.86236,0.1284075591953758
309,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1.0,25,0.87308,0.1410982251580997
310,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1.0,50,0.89482,0.11905734493933609
311,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1.0,50,0.80226,0.16178834259572897
312,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1.0,50,0.86696,0.13189568776948893
313,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1.0,50,0.88828,0.11965497667668226
314,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1.0,50,0.88656,0.1263431200628414
315,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1.0,100,0.89602,0.12379743243215938
316,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1.0,100,0.89342,0.11991006366930605
317,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1.0,100,0.89218,0.12091221776556911
318,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1.0,100,0.89302,0.1266560841378565
319,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1.0,100,0.8946,0.12093576763020535
320,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1.0,250,0.89216,0.11633527926237139
321,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1.0,250,0.89508,0.11576719950794753
322,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1.0,250,0.89282,0.11775077601863564
323,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1.0,250,0.8963,0.11650103999674984
324,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1.0,250,0.89002,0.1217371552050247
325,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1.0,500,0.8964,0.11465701841448155
326,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1.0,500,0.89512,0.11648540560899687
327,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1.0,500,0.89688,0.11674091304097309
328,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1.0,500,0.89244,0.11573110717872725
329,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1.0,500,0.89076,0.11805512770388008
330,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1.0,1000,0.89206,0.11584440893538814
331,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1.0,1000,0.89578,0.11468647733982724
332,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1.0,1000,0.89596,0.11474944282685848
333,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1.0,1000,0.8938,0.11515723450267994
334,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1.0,1000,0.89464,0.11553410843061145
335,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1.0,5000,0.89496,0.11379286416894711
336,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1.0,5000,0.89532,0.11403377745359929
337,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1.0,5000,0.89382,0.1139008359483539
338,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1.0,5000,0.89544,0.11376647810259084
339,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1.0,5000,0.89496,0.11399609823027441
340,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1.0,10000,0.89418,0.1141293146203886
341,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1.0,10000,0.89422,0.11404446414741498
342,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1.0,10000,0.89434,0.11386071244242571
343,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1.0,10000,0.89392,0.1140941399255155
344,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1.0,10000,0.89486,0.1143675008505676
345,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1.0,100000,0.89442,0.11396342931263173
346,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1.0,100000,0.8946,0.1139274920034579
347,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1.0,100000,0.89418,0.11395519368295141
348,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1.0,100000,0.89454,0.11395757049382113
349,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1.0,100000,0.8942,0.11396178319694952
350,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10.0,10,0.5345,0.2317645436449957
351,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10.0,10,0.54082,0.20977190031542517
352,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10.0,10,0.55986,0.23315985025777214
353,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10.0,10,0.6484,0.1915085704936846
354,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10.0,10,0.50952,0.2525619818417019
355,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10.0,25,0.7773,0.1613821602150399
356,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10.0,25,0.70032,0.2060576055774977
357,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10.0,25,0.77506,0.16416217201490918
358,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10.0,25,0.77264,0.164348092518025
359,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10.0,25,0.79116,0.180801204659761
360,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10.0,50,0.876,0.14321234574543504
361,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10.0,50,0.84748,0.15205693572352114
362,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10.0,50,0.84464,0.16059618020345345
363,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10.0,50,0.87214,0.1446994808397354
364,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10.0,50,0.84586,0.14994747147904508
365,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10.0,100,0.83882,0.15690901963594123
366,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10.0,100,0.87166,0.13829885678388212
367,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10.0,100,0.82336,0.16489481494927077
368,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10.0,100,0.87832,0.13409137783713293
369,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10.0,100,0.85674,0.1452552138760369
370,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10.0,250,0.85668,0.1413184946714651
371,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10.0,250,0.86696,0.1374041365200307
372,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10.0,250,0.88394,0.12752454909738128
373,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10.0,250,0.84568,0.14337793820233438
374,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10.0,250,0.8781,0.1293323060841757
375,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10.0,500,0.88906,0.12339857515949784
376,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10.0,500,0.8906,0.12521616731427704
377,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10.0,500,0.88594,0.1268141088461076
378,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10.0,500,0.8905,0.12170622643693332
379,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10.0,500,0.88804,0.12378214658574282
380,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10.0,1000,0.89562,0.11715215466462987
381,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10.0,1000,0.89604,0.11621684812818774
382,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10.0,1000,0.8913,0.12080455617579473
383,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10.0,1000,0.89412,0.11888029568289574
384,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10.0,1000,0.89326,0.11944771083735901
385,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10.0,5000,0.90666,0.10772343425589426
386,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10.0,5000,0.90734,0.10693897121259817
387,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10.0,5000,0.90654,0.10801709584403389
388,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10.0,5000,0.90732,0.10782877713979189
389,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10.0,5000,0.9078,0.10766603738529593
390,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10.0,10000,0.91028,0.10567790044264991
391,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10.0,10000,0.90806,0.10612917365098443
392,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10.0,10000,0.90814,0.10647283051725716
393,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10.0,10000,0.90882,0.10614881847430244
394,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10.0,10000,0.90872,0.10603600440124308
395,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10.0,100000,0.90956,0.10446124183408498
396,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10.0,100000,0.90988,0.10445045016229719
397,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10.0,100000,0.90952,0.10444174555693693
398,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10.0,100000,0.90954,0.10450636304574897
399,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10.0,100000,0.90964,0.10446239608620181
400,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100.0,10,0.36218,0.2800591585708882
401,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100.0,10,0.30746,0.2845582489253128
402,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100.0,10,0.30894,0.2811812333796758
403,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100.0,10,0.30686,0.28512711977586075
404,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100.0,10,0.22132,0.2899984007440979
405,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100.0,25,0.50434,0.2657055740689998
406,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100.0,25,0.36972,0.27658461722211036
407,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100.0,25,0.53536,0.2605234578700893
408,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100.0,25,0.45656,0.2743596462682565
409,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100.0,25,0.4637,0.2706882158804106
410,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100.0,50,0.629,0.2512705864496536
411,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100.0,50,0.70036,0.2489403100928139
412,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100.0,50,0.65554,0.2503209528217253
413,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100.0,50,0.66228,0.23993554504023634
414,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100.0,50,0.6595,0.25270493789241694
415,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100.0,100,0.8031,0.21851593574762807
416,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100.0,100,0.80658,0.2125715257556664
417,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100.0,100,0.7804,0.2138510366245157
418,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100.0,100,0.79,0.20833139003666035
419,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100.0,100,0.74344,0.22075317198880345
420,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100.0,250,0.8318,0.17741652639763883
421,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100.0,250,0.85482,0.1717661276737147
422,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100.0,250,0.83804,0.17390807832510569
423,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100.0,250,0.82486,0.1801547356925059
424,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100.0,250,0.82298,0.17877787923033467
425,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100.0,500,0.86862,0.15075779769189035
426,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100.0,500,0.86436,0.15255629987509722
427,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100.0,500,0.85146,0.15478551387922995
428,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100.0,500,0.85816,0.15363324932440944
429,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100.0,500,0.85988,0.15128261739957682
430,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100.0,1000,0.8688,0.14281921165234307
431,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100.0,1000,0.87348,0.13920493543956602
432,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100.0,1000,0.86114,0.14702236640647773
433,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100.0,1000,0.85266,0.15259230593410336
434,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100.0,1000,0.86372,0.14655246980373776
435,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100.0,5000,0.88642,0.12789505016254638
436,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100.0,5000,0.88758,0.12623204334285948
437,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100.0,5000,0.88986,0.12606535015462494
