,dataset,prob_labels,n_data,dim_reduction_technique,dimension,gamma,n_samples,Accuracy,RMSE
438,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100.0,5000,0.88848,0.12648409858977397
439,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100.0,5000,0.88876,0.12674992532619792
440,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100.0,10000,0.90508,0.11580463479625136
441,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100.0,10000,0.90124,0.11707938124340689
442,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100.0,10000,0.90352,0.11551345159513396
443,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100.0,10000,0.90202,0.11633839838453634
444,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100.0,10000,0.90584,0.11422154402055004
445,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100.0,100000,0.94956,0.07574542966194482
446,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100.0,100000,0.9499,0.07542703770118316
447,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100.0,100000,0.95096,0.07542321612752707
448,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100.0,100000,0.9509,0.07535591091151164
449,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100.0,100000,0.9495,0.07599703034685301
450,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000.0,10,0.1142,0.2937853988398378
451,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000.0,10,0.11044,0.29394121584970173
452,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000.0,10,0.10574,0.2940373851729891
453,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000.0,10,0.10624,0.2939400814867196
454,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000.0,10,0.11586,0.2936718474774064
455,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000.0,25,0.12628,0.2933018179927561
456,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000.0,25,0.12742,0.2931250808542001
457,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000.0,25,0.12792,0.29312779971172115
458,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000.0,25,0.13542,0.29303861265063846
459,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000.0,25,0.13278,0.29327347765584433
460,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000.0,50,0.15376,0.2922926806377732
461,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000.0,50,0.15598,0.2921976058567
462,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000.0,50,0.16028,0.2921552176539562
463,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000.0,50,0.16528,0.2915687931531248
464,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000.0,50,0.15546,0.2917123738348072
465,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000.0,100,0.2042,0.28890043908973123
466,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000.0,100,0.2027,0.2909792493543776
467,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000.0,100,0.2095,0.28959624714597354
468,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000.0,100,0.20432,0.29036715150548326
469,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000.0,100,0.22304,0.2883222748155626
470,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000.0,250,0.29408,0.2850664398049898
471,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000.0,250,0.31694,0.282484833308824
472,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000.0,250,0.34454,0.2834788965588904
473,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000.0,250,0.33212,0.28267774597486117
474,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000.0,250,0.32942,0.28433499574558957
475,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000.0,500,0.46312,0.27330028811690205
476,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000.0,500,0.46862,0.2737178334556442
477,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000.0,500,0.47226,0.274281399576361
478,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000.0,500,0.4499,0.27410121385097974
479,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000.0,500,0.46598,0.2716573335643273
480,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000.0,1000,0.62408,0.2574826921065859
481,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000.0,1000,0.63036,0.2579728702976976
482,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000.0,1000,0.63464,0.2572555658500191
483,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000.0,1000,0.61146,0.25748382281627274
484,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000.0,1000,0.61698,0.2563911110989197
485,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000.0,5000,0.84248,0.196012717128486
486,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000.0,5000,0.84122,0.19700574793338163
487,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000.0,5000,0.8406,0.19565448055669127
488,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000.0,5000,0.84152,0.19611379304811768
489,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000.0,5000,0.8438,0.19522996384053187
490,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000.0,10000,0.87574,0.16643705491275662
491,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000.0,10000,0.87432,0.16591513401705513
492,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000.0,10000,0.87394,0.1652535405399973
493,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000.0,10000,0.87522,0.16509652553920115
494,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000.0,10000,0.8783,0.1646935359968154
495,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000.0,100000,0.9684,0.06619470510117782
496,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000.0,100000,0.96652,0.06628403975360062
497,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000.0,100000,0.96962,0.06502695944716644
498,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000.0,100000,0.9684,0.06582130436830307
499,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000.0,100000,0.96778,0.06631837679296618
500,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10000.0,10,0.10032,0.29430736864841683
501,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10000.0,10,0.10088,0.2942783664961209
502,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10000.0,10,0.10048,0.2943045539537979
503,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10000.0,10,0.10084,0.29430995763248036
504,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10000.0,10,0.10038,0.29431336282181836
505,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10000.0,25,0.10176,0.29422931900473825
506,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10000.0,25,0.10106,0.2942492131029783
507,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10000.0,25,0.10116,0.29423872208100044
508,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10000.0,25,0.10272,0.29414477165846614
509,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10000.0,25,0.1023,0.2941931093967935
510,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10000.0,50,0.1029,0.2941236509503703
511,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10000.0,50,0.10308,0.29411678668206387
512,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10000.0,50,0.10408,0.2940260754447334
513,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10000.0,50,0.10268,0.29403544596311126
514,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10000.0,50,0.10276,0.29408230530034174
515,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10000.0,100,0.10554,0.29390064042714825
516,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10000.0,100,0.10632,0.29389654156235234
517,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10000.0,100,0.10546,0.2938467382402878
518,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10000.0,100,0.10558,0.29384499256386787
519,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10000.0,100,0.10476,0.29398306342728964
520,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10000.0,250,0.11392,0.293267324400382
521,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10000.0,250,0.113,0.293279911739048
522,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10000.0,250,0.11406,0.29319563891470196
523,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10000.0,250,0.1156,0.2930898373427274
524,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10000.0,250,0.11118,0.2932023152953157
525,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10000.0,500,0.12454,0.29218685287903534
526,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10000.0,500,0.12562,0.2922057928654628
527,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10000.0,500,0.12836,0.2921213640255234
528,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10000.0,500,0.1254,0.2920798325955304
529,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10000.0,500,0.12614,0.2922650763592741
530,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10000.0,1000,0.1544,0.2897682952671946
531,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10000.0,1000,0.15,0.2898882155697405
532,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10000.0,1000,0.14928,0.2899840626125746
533,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10000.0,1000,0.14784,0.2901769595148468
534,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10000.0,1000,0.153,0.28968561353266353
535,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10000.0,5000,0.28648,0.27479033583633156
536,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10000.0,5000,0.2894,0.2747713062852289
537,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10000.0,5000,0.28784,0.2745328661632851
538,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10000.0,5000,0.29046,0.2743395783162098
539,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10000.0,5000,0.2921,0.27453698550588124
540,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10000.0,10000,0.4009,0.2584720934866762
541,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10000.0,10000,0.40492,0.2577562391614869
542,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10000.0,10000,0.40116,0.25778173400239035
543,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10000.0,10000,0.401,0.2580709141776692
544,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10000.0,10000,0.4028,0.25796493634073286
545,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10000.0,100000,0.91334,0.10693772810292049
546,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10000.0,100000,0.9142,0.1058378415210954
547,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10000.0,100000,0.91436,0.10591706938361475
548,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10000.0,100000,0.91402,0.10657037076583524
549,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,10000.0,100000,0.9141,0.10600748982034014
550,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100000.0,10,0.1002,0.2943196690384843
551,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100000.0,10,0.10016,0.29432422604943737
552,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100000.0,10,0.10014,0.2943262631973348
553,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100000.0,10,0.10018,0.29431983099208897
554,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100000.0,10,0.10018,0.2943201592901215
555,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100000.0,25,0.10046,0.2942790634460963
556,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100000.0,25,0.10046,0.294285543934249
557,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100000.0,25,0.10066,0.29426268322133936
558,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100000.0,25,0.1004,0.2942820051529396
559,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100000.0,25,0.10046,0.29428015863561197
560,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100000.0,50,0.10116,0.2941838402267241
561,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100000.0,50,0.10082,0.2942180747218682
562,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100000.0,50,0.10104,0.29421394909818493
563,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100000.0,50,0.10084,0.29421138331640007
564,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100000.0,50,0.1009,0.2942018886259735
565,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100000.0,100,0.1017,0.2940715046614353
566,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100000.0,100,0.10232,0.29405016727791816
567,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100000.0,100,0.10196,0.2940523028183682
568,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100000.0,100,0.10198,0.2940625243929761
569,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100000.0,100,0.10182,0.29405876723006913
570,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100000.0,250,0.10554,0.2935720649661252
571,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100000.0,250,0.1048,0.29363803265343247
572,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100000.0,250,0.10494,0.29361640867259253
573,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100000.0,250,0.1046,0.2936221688284689
574,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100000.0,250,0.10496,0.293630715687179
575,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100000.0,500,0.10978,0.2929289758536546
576,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100000.0,500,0.1095,0.29288660927224863
577,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100000.0,500,0.10928,0.2929586572824755
578,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100000.0,500,0.10922,0.2929580934630656
579,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100000.0,500,0.10932,0.2929206238039261
580,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100000.0,1000,0.1188,0.2915507043771928
581,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100000.0,1000,0.11864,0.2915120077894362
582,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100000.0,1000,0.11886,0.2915090472848046
583,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100000.0,1000,0.11944,0.2914206955435174
584,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100000.0,1000,0.11884,0.2914546042167385
585,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100000.0,5000,0.1892,0.28026007918786455
586,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100000.0,5000,0.19,0.28020169122797917
587,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100000.0,5000,0.18784,0.28025865083535384
588,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100000.0,5000,0.18774,0.280463077006666
589,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100000.0,5000,0.19002,0.2802244574762497
590,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100000.0,10000,0.26702,0.2670669664795822
591,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100000.0,10000,0.26792,0.2667501238202594
592,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100000.0,10000,0.2679,0.26687068720784707
593,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100000.0,10000,0.26846,0.2666616879192804
594,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100000.0,10000,0.26716,0.2669472316605881
595,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100000.0,100000,0.86674,0.11466552145046797
596,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100000.0,100000,0.8645,0.11607061091832557
597,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100000.0,100000,0.86666,0.11506853523273261
598,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100000.0,100000,0.8666,0.11522081555937183
599,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,100000.0,100000,0.86726,0.11462732924012393
600,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000000.0,10,0.1002,0.29431958098046623
601,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000000.0,10,0.1002,0.2943204171635349
602,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000000.0,10,0.1002,0.294320008440268
603,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000000.0,10,0.10018,0.2943239186979723
604,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000000.0,10,0.10018,0.29431993969863596
605,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000000.0,25,0.10046,0.294286412417054
606,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000000.0,25,0.1004,0.2942816185175216
607,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000000.0,25,0.10048,0.2942776176873222
608,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000000.0,25,0.10042,0.2942744426730086
609,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000000.0,25,0.10044,0.2942862509655435
610,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000000.0,50,0.1008,0.29422095479205346
611,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000000.0,50,0.1009,0.2942064639393198
612,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000000.0,50,0.10088,0.2942010330321543
613,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000000.0,50,0.10088,0.29420684960897936
614,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000000.0,50,0.10084,0.29421276474120917
615,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000000.0,100,0.10178,0.2940632502051451
616,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000000.0,100,0.10172,0.2940702518449075
617,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000000.0,100,0.1018,0.29407162517351504
618,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000000.0,100,0.1017,0.2940732681744425
619,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000000.0,100,0.10172,0.29406662109078596
620,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000000.0,250,0.10458,0.29363869561310163
621,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000000.0,250,0.10432,0.2936412925584659
622,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000000.0,250,0.10442,0.29364059992302605
623,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000000.0,250,0.10446,0.2936274242316471
624,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000000.0,250,0.10444,0.29363525021608655
625,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000000.0,500,0.10888,0.2929257860552542
626,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000000.0,500,0.10878,0.292914765176669
627,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000000.0,500,0.10884,0.2929355524844234
628,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000000.0,500,0.10878,0.2929306791788663
629,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000000.0,500,0.10878,0.29293576506648733
630,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000000.0,1000,0.11722,0.29152584750618615
631,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000000.0,1000,0.1174,0.2914975613767623
632,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000000.0,1000,0.1172,0.29152313060942564
633,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000000.0,1000,0.11732,0.2915499564666221
634,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000000.0,1000,0.1171,0.2915329990769764
635,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000000.0,5000,0.18328,0.2805229699274277
636,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000000.0,5000,0.18334,0.28053061234986715
637,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000000.0,5000,0.18394,0.28052366760027325
638,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000000.0,5000,0.18356,0.28049302607892324
639,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000000.0,5000,0.18394,0.2806089703034603
640,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000000.0,10000,0.25966,0.2673612169895184
641,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000000.0,10000,0.25914,0.2673616767176476
642,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000000.0,10000,0.26012,0.2673113968360384
643,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000000.0,10000,0.25938,0.2673854494042348
644,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000000.0,10000,0.25896,0.2673434865073633
645,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000000.0,100000,0.86152,0.1158308979218424
646,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000000.0,100000,0.86212,0.11568111943862672
647,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000000.0,100000,0.86512,0.11473407979365755
648,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000000.0,100000,0.86158,0.11578083173126444
649,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,1000000.0,100000,0.8625,0.11572630084370535
