,dataset,prob_labels,n_data,dim_reduction_technique,dimension,metric,k,n_samples,Accuracy,RMSE,KL,MAE,TV
324,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,250,0.8761,0.12348554438842847,,0.043172397211401224,0.20685900926159662
325,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,500,0.8906,0.11582790673293704,,0.03495584053301578,0.16850993697883904
326,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,500,0.8842,0.1152888109884557,,0.03508698050152793,0.16927573743401253
327,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,500,0.8863,0.11520166483508135,,0.03711070830748113,0.1787285256525212
328,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,500,0.8858,0.1152695966227438,,0.035060635237913015,0.16842352502627925
329,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,500,0.8879,0.1147910583037228,,0.034973775640666706,0.168278321825784
330,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,1000,0.8888,0.11298064787271415,,0.033615756784048365,0.16171657190426245
331,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,1000,0.8872,0.11272055163131053,,0.031992076138454215,0.15384269049643673
332,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,1000,0.8894,0.11259228844902709,,0.03341216169990634,0.161416815525829
333,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,1000,0.89,0.1124060721619086,,0.03269065258707702,0.1576089978999199
334,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,1000,0.8901,0.1122594037435114,,0.031550684815112924,0.1520135088197363
335,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,5000,0.902,0.10544911681621023,,0.030122089248162454,0.14481417704363989
336,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,5000,0.8983,0.10630946515383291,,0.030926577210841764,0.14861773096524988
337,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,5000,0.9033,0.10523975093057258,,0.03042377548802177,0.14603703191823666
338,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,5000,0.9013,0.10584159924935863,,0.030562202493862517,0.14693898391751004
339,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,5000,0.9017,0.10568603096037507,,0.030199842754055167,0.1450643618558882
340,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,10000,0.906,0.10237600396701534,,0.029119385398066418,0.13980537361483306
341,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,10000,0.9065,0.1025236090819599,,0.028781149697806825,0.13827054577836292
342,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,10000,0.9041,0.10291110854247902,,0.028925313807223196,0.13880238016155666
343,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,10000,0.9051,0.10258070001069639,,0.029276415967161372,0.14042514244549767
344,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,10000,0.9047,0.10273005856903628,,0.02970565874104452,0.1425177672312606
345,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,100000,0.9139,0.0975183092888723,,0.02713716757090153,0.13011670837926714
346,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,100000,0.9132,0.09739276979542626,,0.027119991511241892,0.12985958231846967
347,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,100000,0.9131,0.0976929822241634,,0.026975068168054634,0.12927868994743336
348,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,100000,0.913,0.09777434575097202,,0.027285806170573003,0.13071509894573524
349,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,100000,0.9129,0.0975638842217187,,0.02717184363197241,0.1302046350653368
350,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,10,,,,,
351,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,10,,,,,
352,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,10,,,,,
353,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,10,,,,,
354,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,10,,,,,
355,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,25,,,,,
356,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,25,,,,,
357,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,25,,,,,
358,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,25,,,,,
359,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,25,,,,,
360,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,50,0.1005,0.27707071123987354,,0.15987263204039784,0.7901398694321875
361,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,50,0.2689,0.2762905697943321,,0.1605062206119409,0.7934547290170026
362,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,50,0.1979,0.2806667241463222,,0.15984732845241756,0.7899009858648449
363,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,50,0.1966,0.27730095738325256,,0.15978509757678785,0.7895466709727628
364,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,50,0.1476,0.27871268112758557,,0.16038889434302378,0.7902148709919348
365,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,100,0.5154,0.24114339704247129,,0.1303081024681584,0.6422257936651514
366,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,100,0.3794,0.24593460174823495,,0.1340379836753284,0.6609856914912735
367,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,100,0.4395,0.24595134948026262,,0.13288964545654317,0.6536784200492746
368,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,100,0.4356,0.24641607606464122,,0.13005212913264824,0.6398973061535945
369,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,100,0.5343,0.23614956630449974,,0.12877443848148534,0.6355428583116902
370,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,250,0.8664,0.1465917083620265,,0.06225721807882245,0.3015280493932749
371,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,250,0.8259,0.1587935042660274,,0.07225583449175738,0.3523507445408303
372,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,250,0.8754,0.15154196809404089,,0.06673399888891574,0.32530885625381295
373,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,250,0.8728,0.14475116833386759,,0.06182764325131622,0.29852267245164377
374,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,250,0.8702,0.14698152338566867,,0.06384297791148623,0.30956876578519044
375,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,500,0.8831,0.11727602316642434,,0.03637587119137587,0.17554472743991906
376,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,500,0.8796,0.116523493187405,,0.03764987190521561,0.18133483591053365
377,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,500,0.8763,0.11678562386754457,,0.03700229224570253,0.1767953978849959
378,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,500,0.8854,0.11582875085576978,,0.036514054114083344,0.17477660109144594
379,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,500,0.885,0.11516319687335126,,0.037118090191269694,0.17860691518136992
380,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,1000,0.8849,0.11294412326491605,,0.03411613775617632,0.16414674951698277
381,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,1000,0.8854,0.11320253747195189,,0.032497734052057546,0.15584958377794939
382,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,1000,0.8903,0.11295391632073135,,0.03223380056921679,0.15489248835107097
383,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,1000,0.8895,0.11357073966446826,,0.033660436856170955,0.1623038395290096
384,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,1000,0.8921,0.11203905939411136,,0.033667722167455436,0.16157399255927943
385,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,5000,0.8992,0.10656552587263621,,0.03110906162310989,0.14949861860332284
386,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,5000,0.8992,0.10661001030253683,,0.030772691033532314,0.14755980773934022
387,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,5000,0.8996,0.10552709190946455,,0.030016246839267485,0.1442242110109192
388,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,5000,0.8988,0.10656581312783324,,0.03098077353420976,0.1486130490976537
389,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,5000,0.8989,0.10669084118128973,,0.030917074867693566,0.14816060059258418
390,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,10000,0.9047,0.10376217817399125,,0.02882369141652711,0.13855090592410296
391,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,10000,0.9029,0.1040000911256144,,0.02959216120866312,0.1421435081363318
392,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,10000,0.9034,0.10385636196830483,,0.029967259105573296,0.14369948070536515
393,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,10000,0.902,0.10395220727254642,,0.029406599900098935,0.1412158232513171
394,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,10000,0.901,0.10382524178041186,,0.029626284017455186,0.14253222120574813
395,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,100000,0.9068,0.10000503582209137,,0.02791311667161518,0.13381265380288268
396,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,100000,0.9082,0.1001148899566976,,0.028048113275351748,0.13439768449192246
397,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,100000,0.9079,0.100022437102537,,0.028006058992029542,0.13424242771672143
398,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,100000,0.9076,0.09988240986181725,,0.028073126958106442,0.13451390701119512
399,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,100000,0.908,0.09997487036337825,,0.0280513875295834,0.1343950988745458
400,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,50,10,,,,,
401,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,50,10,,,,,
402,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,50,10,,,,,
403,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,50,10,,,,,
404,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,50,10,,,,,
405,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,50,25,,,,,
406,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,50,25,,,,,
407,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,50,25,,,,,
408,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,50,25,,,,,
409,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,50,25,,,,,
410,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,50,50,0.1004,0.28974175873942415,2.2167262617785037,0.17305292494938973,0.8544330760376686
411,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,50,50,0.1015,0.28824705358208497,2.1776743503914546,0.1729171695625736,0.8543463531371878
412,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,50,50,0.1015,0.28954479943151934,2.2252738617665306,0.17323465993057796,0.8543139243049259
413,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,50,50,0.1003,0.2892847295332687,2.206431253713808,0.17329701097287642,0.8544089125800619
414,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,50,50,0.0999,0.2884854924361001,2.199155360107291,0.17333489271226105,0.8544738130819783
415,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,50,100,0.2225,0.2689195450275105,,0.15384504471954638,0.7594227839754406
416,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,50,100,0.1935,0.27097882543654933,,0.1542214373604782,0.7603201807209902
417,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,50,100,0.1989,0.27062890905000064,,0.1539693676665455,0.7596418195289784
418,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,50,100,0.2936,0.2695055558336497,,0.15417518343491426,0.7605368904188728
419,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,50,100,0.1942,0.26929547213268656,,0.15445370249550677,0.7632861226714012
420,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,50,250,0.456,0.21974090052908707,,0.10811808349010055,0.5315268439315465
421,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,50,250,0.5835,0.21509372923337783,,0.10612356573376305,0.5208513617534869
422,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,50,250,0.5134,0.2152968016932279,,0.10653565842730203,0.5228707234912062
423,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,50,250,0.6474,0.20994781204295446,,0.10517813468157869,0.5156927787640467
424,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,50,250,0.629,0.2132373037055459,,0.10531239908194787,0.5182835647460831
425,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,50,500,0.8782,0.12733520483722402,,0.05053482195792401,0.24490117117372392
426,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,50,500,0.8755,0.127139741769016,,0.047386575253029424,0.22973560623933623
427,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,50,500,0.8736,0.1301040625085312,,0.05094442858085515,0.24738829768987217
428,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,50,500,0.8198,0.13057816527490457,,0.05017255041790399,0.24378556014341038
429,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,50,500,0.8792,0.12794161569541768,,0.05323945870203024,0.2580577222882076
430,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,50,1000,0.882,0.11502585464985986,,0.03444523398651776,0.1661411622619386
431,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,50,1000,0.8819,0.11463667527362434,,0.03514642787603782,0.17000414068393724
432,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,50,1000,0.8828,0.11414737923625191,,0.03441301858978972,0.16574429125403597
433,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,50,1000,0.8837,0.11518156298623924,,0.03667525813955748,0.1763797423330204
434,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,50,1000,0.8829,0.11476488745431372,,0.03448565841310106,0.1653246981534184
435,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,50,5000,0.8982,0.10800805531869093,,0.030950101123556072,0.14876069534998695
436,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,50,5000,0.8964,0.10819519846836427,,0.03091159538860923,0.14850464806463762
437,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,50,5000,0.8968,0.10788190102261708,,0.031032939606515396,0.14929353821083444
438,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,50,5000,0.8978,0.1073987065486384,,0.0318296903762217,0.1532064505280646
439,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,50,5000,0.8957,0.10816732483224008,,0.031480387816239054,0.15124296165580312
440,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,50,10000,0.9001,0.10551320983289078,,0.029932464174725233,0.14360801199646825
441,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,50,10000,0.8991,0.10563343369617442,,0.03037113206112572,0.14589322759479714
442,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,50,10000,0.8985,0.10572284324977055,,0.03011328867081463,0.14461859595053833
443,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,50,10000,0.8999,0.10585480856921596,,0.030074023821491762,0.14461706060752855
444,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,50,10000,0.8984,0.10537488744942898,,0.030023389331662802,0.14408903615733673
445,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,50,100000,0.9025,0.10267609694796384,,0.02913639810191444,0.13985141796427727
446,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,50,100000,0.9035,0.10256288001485807,,0.029060423798939798,0.1395161620285884
447,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,50,100000,0.9041,0.10265063238795871,,0.02886050821598322,0.1384999738848513
448,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,50,100000,0.9041,0.10261915591452744,,0.028999152547836683,0.13906120974450456
449,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,50,100000,0.9043,0.10269899374140265,,0.02907214473815346,0.1394689074471948
450,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,100,10,,,,,
451,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,100,10,,,,,
452,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,100,10,,,,,
453,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,100,10,,,,,
454,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,100,10,,,,,
455,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,100,25,,,,,
456,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,100,25,,,,,
457,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,100,25,,,,,
458,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,100,25,,,,,
459,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,100,25,,,,,
460,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,100,50,,,,,
461,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,100,50,,,,,
462,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,100,50,,,,,
463,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,100,50,,,,,
464,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,100,50,,,,,
465,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,100,100,0.0981,0.2886392384280225,2.1852893799992055,0.17307219806222127,0.8546415778732358
466,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,100,100,0.0998,0.28827317086331045,2.182225128126466,0.17319423916337282,0.8544496230367294
467,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,100,100,,,,,
468,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,100,100,,,,,
469,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,100,100,,,,,
470,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,100,250,0.4417,0.2563618588473309,,0.14534990988610402,0.7190322334427693
471,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,100,250,0.472,0.25601939609396174,,0.14497809683397658,0.7167930612123555
472,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,100,250,0.3854,0.25780508207110964,,0.14594148858932746,0.7210355874476658
473,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,100,250,0.3601,0.2598538999798075,,0.1456343937986668,0.7201048435278146
474,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,100,250,0.3772,0.25811311118925917,,0.14555595514985345,0.7197568611592622
475,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,100,500,0.628,0.21283830420221755,,0.10833321450479468,0.5317877139740058
476,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,100,500,0.6294,0.21229542059773204,,0.10671066875810815,0.5250023929714984
477,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,100,500,0.6712,0.21333304277930815,,0.10690443621890858,0.5250883634303536
478,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,100,500,0.6459,0.21079604825212178,,0.10754087179026248,0.5292652579479663
479,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,100,500,0.6135,0.2157494722634543,,0.10878549864507751,0.534805270734085
480,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,100,1000,0.876,0.12949126919802367,,0.05411562179843167,0.2636400783427526
481,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,100,1000,0.8764,0.12592740721925658,,0.0512423612368158,0.24910973176494636
482,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,100,1000,0.8789,0.13035362299189254,,0.054890443809867594,0.2669641946510476
483,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,100,1000,0.8768,0.12817297261541016,,0.053359388392513626,0.2591201738951107
484,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,100,1000,0.8794,0.1254742324597019,,0.050966406736216906,0.2471321859474041
485,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,100,5000,0.8888,0.11051292400851809,,0.03212918490133133,0.1546203939469966
486,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,100,5000,0.889,0.11017398514378507,,0.03227999318744848,0.15508550315931996
487,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,100,5000,0.8919,0.10977802218369755,,0.032719478748768786,0.15761478591910086
488,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,100,5000,0.8888,0.11039052687002385,,0.031833874197800024,0.15276714164757274
489,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,100,5000,0.8886,0.10980772862394653,,0.03141311750527877,0.1509662678889815
490,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,100,10000,0.8944,0.10823798956402253,,0.03104711432701468,0.14893499783637298
491,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,100,10000,0.8958,0.1079256400526103,,0.031243471906736466,0.14997851375333343
492,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,100,10000,0.8942,0.10806154858303958,,0.031223569296491255,0.150156673411883
493,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,100,10000,0.8931,0.10805191552997537,,0.031096612265607358,0.14948777173488897
494,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,100,10000,0.8973,0.10828662944445236,,0.03098700230347078,0.14890332759293512
495,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,100,100000,0.8984,0.10568276950483735,,0.030387443295120786,0.145836993320451
496,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,100,100000,0.8975,0.10579169519045287,,0.030144043736867403,0.14483450580606572
497,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,100,100000,0.8976,0.10569862569294328,,0.030211844915062923,0.145169663829024
498,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,100,100000,0.8979,0.10559862483703522,,0.030235801631560404,0.1452893011461658
499,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,100,100000,0.8973,0.10572830570829357,,0.030206758522152738,0.14509646138842316
